,review,game,overall_score,genre,reviewer_id
15806,"There are so many options in this strategy game, it makes us dizzy.",Sid Meier's Civilization VI,85.0,Strategy,13501
15807,"It might be a tough cookie for people that are not familiar with Civ, but for experts this is a near perfect Civilization game.",Sid Meier's Civilization VI,85.0,Strategy,13501
15808,Civilization 6 core gameplay has not changed.,Sid Meier's Civilization VI,85.0,Strategy,13502
15809,The additions the developer made only contribute to the excitement and challenge.,Sid Meier's Civilization VI,85.0,Strategy,13502
15810,Civilization 6 is a worthy successor to the franchise.,Sid Meier's Civilization VI,85.0,Strategy,13502
15811,"With some tweaks under (and over) the hood, I can happily say that building an empire that can stand the test of time has never looked so pretty, nor has been so fun, in Civilization VI.",Sid Meier's Civilization VI,85.0,Strategy,13503
15812,The old Civ mantra of “one more turn” is stronger than ever.,Sid Meier's Civilization VI,85.0,Strategy,13504
15813,The additions make for a much deeper strategy game and the inclusion of most of the features from previous entries makes for a remarkably well-rounded launch.,Sid Meier's Civilization VI,85.0,Strategy,13504
15814,"It will be interesting to see where Civ VI goes, but I have a feeling there won’t be nearly as dramatic a change as Civ V saw.",Sid Meier's Civilization VI,85.0,Strategy,13504
15815,"Civilization 6 is an advance on the previous game, offering more variety, smarter use of assets and a wider palette of potential activities.",Sid Meier's Civilization VI,85.0,Strategy,13505
15816,"It remains the best of its kind, always demanding my attention, forever creating new narratives out of stats and maps.",Sid Meier's Civilization VI,85.0,Strategy,13505
15817,But it fails to move the concept of a history simulation beyond the ambitions set 25 years ago.,Sid Meier's Civilization VI,85.0,Strategy,13505
15818,"We've reached the point where Civ games are as much a simulation of themselves, as they are of the march of human progress.",Sid Meier's Civilization VI,85.0,Strategy,13505
15819,Districts are surprisingly autonomous: temples generate faith without believers and campuses don’t require scientists to produce science.,Sid Meier's Civilization VI,82.0,Strategy,13506
15820,"Sure, you can take some people off fields and put them to work in factories – but each “pop” will give you only +2 production, while the same pop working a forest hex brings back 3 production and some food to boot.",Sid Meier's Civilization VI,82.0,Strategy,13506
15821,"[Issue#214, p.76]",Sid Meier's Civilization VI,82.0,Strategy,13506
15822,"Even with the restriction that the AI is seemingly unable to cope in the final third of the game, this is a good and content-rich old-school strategy that keeps calling me with the infamous “one more turn”.",Sid Meier's Civilization VI,82.0,Strategy,13507
15823,"The most replayable Civ yet, but the AI is a drawback.",Sid Meier's Civilization VI,80.0,Strategy,13508
15824,"[Issue#181, p.77]",Sid Meier's Civilization VI,80.0,Strategy,13508
15825,"At its worst, Civilization VI is a game with a handful of bugs and a somewhat lacking AI that is wrapped up in a somewhat cartoon-like package.",Sid Meier's Civilization VI,80.0,Strategy,13509
15826,"At its best however, Civilization VI is an engrossing 4X strategy game that has more depth and features than ever before.",Sid Meier's Civilization VI,80.0,Strategy,13509
15827,Civilization VI builds on the great foundations of the series while taking important steps to innovate - among them the new districts in cities.,Sid Meier's Civilization VI,80.0,Strategy,13510
15828,"But despite being the greatest game in the series, several smaller issues, such as annoyances related to the AI, keeps it from being a true marvel.",Sid Meier's Civilization VI,80.0,Strategy,13510
15829,Sid Meier's Civilization VI is probably the best 4X actually on the market and for many years.,Sid Meier's Civilization VI,80.0,Strategy,13511
15830,A masterpiece of strategy who know improve all aspects of previous game.,Sid Meier's Civilization VI,80.0,Strategy,13511
15831,A good mix of accessibility and complexity.,Sid Meier's Civilization VI,80.0,Strategy,13511
15832,"Civilization is still one of the most addictive series in gaming, and the new installment offers some really interesting additions.",Sid Meier's Civilization VI,80.0,Strategy,13512
15833,"The sometimes stupid AI is a bit of a letdown, though.",Sid Meier's Civilization VI,80.0,Strategy,13512
15834,"Civilization VI has room to improve (particularly the AI), but this is the most complete a baseline Civ game has felt in ages and a few smart tweaks on the formula distinguish it from its predecessor.",Sid Meier's Civilization VI,80.0,Strategy,13513
15835,"It is, in most of the ways that matter, the best-looking, most systemically well thought out, and thereby most fun I’ve had with a Civilization since 1996...Except for that one thing",Sid Meier's Civilization VI,80.0,Strategy,13514
15836,"For all its frustrations, though, Civilization VI remains incredibly addictive.",Sid Meier's Civilization VI,80.0,Strategy,13515
15837,"Despite the weak diplomacy layer and clumsy UI, Civilization 6 as a whole outshines its shortcomings.",Sid Meier's Civilization VI,78.0,Strategy,13516
15838,"The potential is there, and the good mechanics easily outweigh the bad ones, bringing us the good old loop of ''just one more turn''.",Sid Meier's Civilization VI,75.0,Strategy,13517
15839,"The suburbanization, the cartoonish aesthetic, and the “one more turn” addictiveness are still recognizable parts of the core experience people keep coming back for.",Sid Meier's Civilization VI,75.0,Strategy,13518
15840,"It is still a full, massive, joyous videogame, even if I have to squint to find the joy beneath mere wit—but the two extremes are now growing wider and wider apart.",Sid Meier's Civilization VI,75.0,Strategy,13518
15841,How long before the fabric of the game snaps under the strain?,Sid Meier's Civilization VI,75.0,Strategy,13518
15842,"Firaxis has made some significant, exciting changes, but has also obscured vital information.",Sid Meier's Civilization VI,74.0,Strategy,13519
15843,"[Christmas 2016, p.70]",Sid Meier's Civilization VI,74.0,Strategy,13519
15844,I found some problems with 'Civilization VI' but not enough to keep me from enjoying it for quite a few hours.,Sid Meier's Civilization VI,70.0,Strategy,13520
15845,"Firaxis has improved some systems and stumbled on others, including things that should be in good shape by now, like diplomacy.",Sid Meier's Civilization VI,70.0,Strategy,13520
15846,"I have a feeling that a year from now it will be a much better, bigger game, (not to mention cheaper) as is tradition with this series.",Sid Meier's Civilization VI,70.0,Strategy,13520
15847,I just wish that the inevitable DLC felt more like expansions and less like content filling in the gaps from the day one release.,Sid Meier's Civilization VI,70.0,Strategy,13520
15848,Ultimately is Civilization 6 worth buying?,Sid Meier's Civilization VI,70.0,Strategy,13521
15849,"Certainly there have been a few solid play improvements on Civ 5, but not enough to justify its current price tag.",Sid Meier's Civilization VI,70.0,Strategy,13521
15850,"The graphics are much less appealing than previous Civs, and depending on your personal tastes, you may find this edition simply unplayable because of it.",Sid Meier's Civilization VI,70.0,Strategy,13521
15851,"Really, the best thing Civ 6 has done is make Civ 5 cheaper.",Sid Meier's Civilization VI,70.0,Strategy,13521
15852,"As a series, Civilization is being quietly surpassed.",Sid Meier's Civilization VI,60.0,Strategy,13522
15853,"[Christmas 2016, p.114]",Sid Meier's Civilization VI,60.0,Strategy,13522
15854,It’s not my place to second guess game design.,Sid Meier's Civilization VI,40.0,Strategy,13523
15855,"As you know, you go to Civilization with the game you have, not the game you might want or wish to have at a later time.",Sid Meier's Civilization VI,40.0,Strategy,13523
15856,"But it is my place to note that when I go to Civilization, I’m looking for more than just a laid back single-player cities builder with the AI frittering idly in the margins.",Sid Meier's Civilization VI,40.0,Strategy,13523
15857,I cut my teeth on Sid Meier’s grand strategy without a brain-dead tactical layer drizzled over the top.,Sid Meier's Civilization VI,40.0,Strategy,13523
15858,"I admire a lot of what Firaxis is doing to move on from the mess of Civilization V. They’re headed in the right direction, even if they are dragging a lot of baggage.",Sid Meier's Civilization VI,40.0,Strategy,13523
15859,"Civilization VI isn’t the complete package, but it has the makings of one.",Sid Meier's Civilization VI,,Strategy,13524
15860,Buy it now to get acclimated to the new mechanics before the inevitable expansions.,Sid Meier's Civilization VI,,Strategy,13524
15861,Civ VI is the best that strategy gaming has to offer.,Sid Meier's Civilization VI,,Strategy,13525
15862,That's the word for Civ VI: labyrinthine.,Sid Meier's Civilization VI,,Strategy,13526
15863,"By the time you've seen enough of it to determine whether or not you even enjoy it, the question is moot.",Sid Meier's Civilization VI,,Strategy,13526
15864,"You've digested its interlocking systems so thoroughly that, like it or not, they're part of you now.",Sid Meier's Civilization VI,,Strategy,13526
15865,"Such is its insidious nature: for all its soaring symphonic overtures and passionate rhetoric about the steady advance of humanity in the face of unimaginable adversity, Civ depicts all of human endeavor – from literature to sailing to knitting – as intractable conflict, a never-ending struggle to dominate your enemies that reduces every field imaginable to a rat race across a doomed planet.",Sid Meier's Civilization VI,,Strategy,13526
